"R0000100","R0357900","R0536300","R0536401","R0536402","R1200300","R1205300","R1235800","R1482600","R2189100","R2200500","R2558800","R2563600","R3508200","R3511100","R3520100","R3880300","R3885200","R4909200","R4918000","R5459400","R5464400","R6536400","R6545000","R7222400","R7228100","S0924000","S0932900","S1535500","S1542000","S2005400","S2011800","S2990300","S2995900","S3805700","S4682600","S4685500","S4691000","S5405600","S6318100","S6321000","S6326800","S7506100","S8334600","S8339100","T0009400","T0741400","T0745900","T2012100","T2784900","T2789700","T3602100","T4496600","T4501300","T5202300","T6145500","T6150200","T6652100","T7640000","T7644700","T8123700","T9044600","Z9050500","Z9050600","Z9050700"
90,0,1,11,1981,1,1,1,2,-4,-4,1,1,-4,0,1,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,2,2
91,0,2,9,1982,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,3,4
92,0,1,4,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,2
93,0,1,9,1983,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,1,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,1,2,2
94,1,2,9,1980,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,4,4
95,0,1,7,1982,1,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,4
96,0,1,7,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2
97,0,1,6,1980,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,-4,1,1,1,1,1,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,1,1
98,0,1,1,1980,1,1,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,4,0,-4,4,0,-4,-5,-5,0,0,0
99,0,1,6,1982,1,2,1,2,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,4,1,2,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,4
100,0,2,1,1981,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,-3,10,1,2,0,-4,1,-4,0,1,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,7,7
101,0,2,7,1981,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-2,-4,1,-4,2,-3,-3
102,1,2,4,1982,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,0,-4,-5,-5,2,1,2
103,1,2,11,1983,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,0
104,1,2,11,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,10,10
105,1,1,8,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,2
106,1,1,11,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,1
107,0,2,8,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,4,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,-4,0,-4,-4,0,-4,4,-4,4,7,8
108,0,1,9,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,1,4,4
109,1,2,3,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,1,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,2
110,-1,2,2,1984,1,1,1,4,1,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,2
111,1,2,1,1981,1,6,1,4,-4,-4,1,6,-4,0,-4,1,6,0,-4,1,10,0,-4,1,10,0,-4,1,6,1,6,0,-4,1,-4,0,-4,1,-4,1,-4,1,0,-4,1,1,-4,1,0,-4,1,0,-4,1,-1,-4,1,0,-4,1,-4,4,4,4
112,0,2,4,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,5,5
113,0,1,4,1984,1,4,1,4,-4,-4,1,4,-4,0,-4,1,4,1,-4,1,4,0,1,1,4,0,1,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,6,6
114,1,2,7,1982,1,1,1,4,-4,-4,1,1,-4,1,-4,1,1,0,-4,1,1,0,1,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,10,12
115,1,2,10,1984,1,1,1,2,-4,-4,1,1,-4,0,-4,1,4,0,-4,1,4,0,1,1,4,0,-4,1,4,1,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-1,-4,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,5,3,4
116,0,1,10,1984,1,4,1,1,-4,-4,3,4,-4,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,0,1,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,6,6
117,0,1,10,1984,1,4,1,1,-4,-4,3,4,-4,0,-4,1,5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,4,4
118,0,1,6,1980,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,1,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,3
119,1,1,9,1982,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,1,-4,5,2,2
120,1,1,6,1982,1,5,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,4,4
121,1,1,12,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,1,2,2
122,1,1,6,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,1,-4,1,1,1,-4,1,1,1,1,0,-4,3,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,3,3
123,0,1,2,1980,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,0
124,0,1,2,1982,1,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
125,0,2,5,1984,1,1,1,4,-5,-5,-5,-5,-4,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1
126,1,1,5,1981,1,4,1,4,-4,1,1,1,-4,0,-4,1,1,0,1,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,3,3
127,0,2,3,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,-4,3,13,13
128,0,2,8,1982,1,4,1,4,-4,-4,1,3,-4,0,-4,1,3,0,-4,1,3,0,-4,1,4,0,-4,1,4,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,4,-4,7,7,7
129,1,2,8,1980,1,3,1,4,-4,-4,1,3,-4,0,-4,1,3,0,-4,1,3,0,-4,1,3,0,-4,1,3,1,3,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
130,1,2,7,1981,1,3,1,4,-4,-4,1,3,-4,0,-4,1,3,0,-4,1,3,0,-4,1,3,0,-4,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,1,1
131,0,1,10,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
132,0,1,2,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,4,1,1
133,1,1,7,1982,1,1,1,4,-5,-5,-5,-5,-4,-4,-4,1,1,-5,-5,-5,-5,0,-4,1,1,-5,-5,-5,-5,1,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,6,6
134,0,1,4,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
135,1,1,4,1981,1,4,1,4,-4,-4,1,4,-5,-5,-5,-5,-5,0,-4,1,4,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,2,4,4
136,0,2,9,1983,1,1,1,4,-5,-5,-5,-5,-4,-4,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,1,-4,0,-4,3,-4,0,-4,3,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,3
137,0,2,5,1980,1,4,1,4,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,5,2,3
138,0,1,4,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,1,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,7,7
139,0,2,7,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,0
140,0,1,12,1983,1,2,1,2,-4,-4,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,1,1
141,1,2,1,1980,1,1,1,4,-5,-5,-5,-5,-4,-4,-4,1,1,-5,-5,-5,-5,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,2
142,1,2,1,1981,1,4,1,4,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,-4,4,5,5
143,1,1,8,1981,1,1,1,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,10,0,-4,1,10,1,10,0,-4,-5,-5,-5,-5,4,-4,0,-4,4,0,-4,-5,-5,-5,4,0,-4,4,0,-4,3,0,-4,3,0,-4,3,-4,4,1,1
144,0,1,8,1982,1,2,1,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,1,1,2,0,1,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,11,11
145,0,1,4,1984,1,2,1,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,3,3
146,0,1,7,1984,1,1,1,1,-4,-4,1,1,-4,0,-4,1,8,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,5,5
147,0,2,2,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,-3,-3
148,1,2,10,1982,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,1,1,-4,5,5,5
149,0,2,4,1983,1,4,1,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,8,5,5
150,1,1,2,1984,1,4,1,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,4,1,0,4,1,1,2,1,0,-4,1,-2,-4,1,0,-4,1,-4,8,21,23
151,0,2,1,1982,1,9,1,1,-4,-4,1,9,-4,0,-4,1,9,0,-4,1,4,-5,-5,-5,-5,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,11,-3
152,1,1,5,1982,1,1,1,1,-4,-4,1,1,-4,0,1,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,4,10,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,2,1,0,-4,1,0,-4,1,-4,4,3,4
153,1,2,2,1980,1,2,1,1,-4,-4,1,2,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,3
154,1,1,6,1980,1,1,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,0
155,1,1,2,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,10,0,-4,1,1,0,-4,1,1,1,1,0,1,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,4,4
156,0,1,11,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,1,1,1,0,1,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,4,4
157,0,2,3,1982,1,1,1,2,-4,-4,1,1,-4,1,-4,1,1,1,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,4,5
158,0,1,12,1984,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,3
159,1,2,1,1980,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,1,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,10,12
160,1,2,1,1981,1,4,1,2,-4,-4,1,4,-4,-1,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,4,0,-4,1,-4,0,-4,-5,-5,-5,-5,1,0,1,1,0,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,7,8
161,1,1,1,1982,1,4,1,2,-4,2,1,4,-4,1,1,1,4,0,-4,1,4,0,-4,1,4,1,2,1,4,1,10,1,3,1,-4,0,-4,1,-4,-1,1,1,0,2,1,-4,-4,-5,-5,-5,1,-4,-4,1,-4,-4,1,-4,-4,1,-4,1,0,0
162,0,2,8,1981,1,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,-1,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,7,7
163,1,1,2,1983,1,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,1,1,10,-5,-5,-5,-5,1,1,1,10,1,10,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,1,-4,-4,-5,-5,-5,-5,-5,-5,1,-4,-4,1,-4,-4,1,-4,3,0,0
164,1,2,7,1981,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,9,4,4
165,0,1,4,1980,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,6,6
166,1,2,9,1982,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,3,3
167,0,1,11,1984,1,1,1,2,-4,-4,1,1,-4,0,-4,1,4,0,-4,1,4,0,-4,1,5,0,-4,1,5,1,5,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,0,0
168,1,1,1,1981,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,4,0,-4,1,4,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,3,9,9
169,1,2,1,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,4,-4,0,-4,4,-4,1,-4,4,0,-4,4,0,-4,4,0,-4,4,0,2,4,0,2,4,1,12,4,2,1,8,9
170,0,2,8,1984,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,1,-4,1,0,-4,2,1,-4,2,0,-4,2,1,-4,2,0,-4,2,0,-4,1,-4,2,4,4
171,0,2,7,1984,1,1,1,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
172,0,1,7,1983,1,1,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
173,1,2,6,1980,1,1,1,4,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1
174,0,1,4,1983,1,1,1,4,-4,-4,1,1,-4,0,-4,1,1,-5,-5,-5,-5,-1,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
175,1,2,10,1981,1,1,1,4,-4,-4,1,1,-4,1,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
